VariableName,DisplayName,DeviceName,Raster,DefaultBackColor,DefaultForeColor,HighThreshBackColor,LowThreshBackColor,HighThreshForeColor,LowThreshForeColor,HighThresh,LowThresh,EqualTo,Row,Col,CheckForDataChange,DisplayWindowName,DisplayWindowSize,AssociatedControlName,LocationOnForm,GridSize,AlsoAssociatedWith,DisplayFormat
VaTOFR_a_RltvLonAccel[x]_[3],RltvLonAccel,ACP3_MCU,25ms_c0,Yellow,Black,Red,Red,White,White,10000000,-10000000,,11,4,FALSE,Obj Ffus,,Front Fusion,,,,"""""0.000"""""
VaTOFR_a_RltvLonAccel[x]_[4],RltvLonAccel,ACP3_MCU,25ms_c0,Yellow,Black,Red,Red,White,White,10000000,-10000000,,11,5,FALSE,Obj Ffus,,Front Fusion,,,,"""""0.000"""""
VaTOFR_a_RltvLonAccel[x]_[5],RltvLonAccel,ACP3_MCU,25ms_c0,Yellow,Black,Red,Red,White,White,10000000,-10000000,,11,6,FALSE,Obj Ffus,,Front Fusion,,,,"""""0.000"""""
VaTOFR_a_RltvLonAccel[x]_[6],RltvLonAccel,ACP3_MCU,25ms_c0,Yellow,Black,Red,Red,White,White,10000000,-10000000,,11,7,FALSE,Obj Ffus,,Front Fusion,,,,"""""0.000"""""
VaTOFR_a_RltvLonAccel[x]_[7],RltvLonAccel,ACP3_MCU,25ms_c0,Yellow,Black,Red,Red,White,White,10000000,-10000000,,11,8,FALSE,Obj Ffus,,Front Fusion,,,,"""""0.000"""""
VaTOFR_a_RltvLonAccel[x]_[8],RltvLonAccel,ACP3_MCU,25ms_c0,Yellow,Black,Red,Red,White,White,10000000,-10000000,,11,9,FALSE,Obj Ffus,,Front Fusion,,,,"""""0.000"""""
VaTOFR_a_RltvLonAccel[x]_[9],RltvLonAccel,ACP3_MCU,25ms_c0,Yellow,Black,Red,Red,White,White,10000000,-10000000,,11,10,FALSE,Obj Ffus,,Front Fusion,,,,"""""0.000"""""
VaTOFR_b_ObjSrcFVis[x]_[0],ObjSrcFVis,ACP3_MCU,25ms_c1,Yellow,Black,Green,Yellow,Black,Black,1,0,,12,1,FALSE,Obj Ffus,,Front Fusion,,,,"""""0"""""
VaTOFR_b_ObjSrcFVis[x]_[1],ObjSrcFVis,ACP3_MCU,25ms_c1,Yellow,Black,Green,Yellow,Black,Black,1,0,,12,2,FALSE,Obj Ffus,,Front Fusion,,,,"""""0"""""
VaTOFR_b_ObjSrcFVis[x]_[2],ObjSrcFVis,ACP3_MCU,25ms_c1,Yellow,Black,Green,Yellow,Black,Black,1,0,,12,3,FALSE,Obj Ffus,,Front Fusion,,,,"""""0"""""
VaTOFR_b_ObjSrcFVis[x]_[3],ObjSrcFVis,ACP3_MCU,25ms_c1,Yellow,Black,Green,Yellow,Black,Black,1,0,,12,4,FALSE,Obj Ffus,,Front Fusion,,,,"""""0"""""
VaTOFR_b_ObjSrcFVis[x]_[4],ObjSrcFVis,ACP3_MCU,25ms_c1,Yellow,Black,Green,Yellow,Black,Black,1,0,,12,5,FALSE,Obj Ffus,,Front Fusion,,,,"""""0"""""
VaTOFR_b_ObjSrcFVis[x]_[5],ObjSrcFVis,ACP3_MCU,25ms_c1,Yellow,Black,Green,Yellow,Black,Black,1,0,,12,6,FALSE,Obj Ffus,,Front Fusion,,,,"""""0"""""
VaTOFR_b_ObjSrcFVis[x]_[6],ObjSrcFVis,ACP3_MCU,25ms_c1,Yellow,Black,Green,Yellow,Black,Black,1,0,,12,7,FALSE,Obj Ffus,,Front Fusion,,,,"""""0"""""
VaTOFR_b_ObjSrcFVis[x]_[7],ObjSrcFVis,ACP3_MCU,25ms_c1,Yellow,Black,Green,Yellow,Black,Black,1,0,,12,8,FALSE,Obj Ffus,,Front Fusion,,,,"""""0"""""
VaTOFR_b_ObjSrcFVis[x]_[8],ObjSrcFVis,ACP3_MCU,25ms_c1,Yellow,Black,Green,Yellow,Black,Black,1,0,,12,9,FALSE,Obj Ffus,,Front Fusion,,,,"""""0"""""
VaTOFR_b_ObjSrcFVis[x]_[9],ObjSrcFVis,ACP3_MCU,25ms_c1,Yellow,Black,Green,Yellow,Black,Black,1,0,,12,10,FALSE,Obj Ffus,,Front Fusion,,,,"""""0"""""
VaTOFR_b_ObjSrcLRR[x]_[0],ObjSrcLRR,ACP3_MCU,25ms_c1,Yellow,Black,Green,Yellow,Black,Black,1,0,,13,1,FALSE,Obj Ffus,,Front Fusion,,,,"""""0"""""
VaTOFR_b_ObjSrcLRR[x]_[1],ObjSrcLRR,ACP3_MCU,25ms_c1,Yellow,Black,Green,Yellow,Black,Black,1,0,,13,2,FALSE,Obj Ffus,,Front Fusion,,,,"""""0"""""
VaTOFR_b_ObjSrcLRR[x]_[2],ObjSrcLRR,ACP3_MCU,25ms_c1,Yellow,Black,Green,Yellow,Black,Black,1,0,,13,3,FALSE,Obj Ffus,,Front Fusion,,,,"""""0"""""
VaTOFR_b_ObjSrcLRR[x]_[3],ObjSrcLRR,ACP3_MCU,25ms_c1,Yellow,Black,Green,Yellow,Black,Black,1,0,,13,4,FALSE,Obj Ffus,,Front Fusion,,,,"""""0"""""
VaTOFR_b_ObjSrcLRR[x]_[4],ObjSrcLRR,ACP3_MCU,25ms_c1,Yellow,Black,Green,Yellow,Black,Black,1,0,,13,5,FALSE,Obj Ffus,,Front Fusion,,,,"""""0"""""
VaTOFR_b_ObjSrcLRR[x]_[5],ObjSrcLRR,ACP3_MCU,25ms_c1,Yellow,Black,Green,Yellow,Black,Black,1,0,,13,6,FALSE,Obj Ffus,,Front Fusion,,,,"""""0"""""
VaTOFR_b_ObjSrcLRR[x]_[6],ObjSrcLRR,ACP3_MCU,25ms_c1,Yellow,Black,Green,Yellow,Black,Black,1,0,,13,7,FALSE,Obj Ffus,,Front Fusion,,,,"""""0"""""
VaTOFR_b_ObjSrcLRR[x]_[7],ObjSrcLRR,ACP3_MCU,25ms_c1,Yellow,Black,Green,Yellow,Black,Black,1,0,,13,8,FALSE,Obj Ffus,,Front Fusion,,,,"""""0"""""
VaTOFR_b_ObjSrcLRR[x]_[8],ObjSrcLRR,ACP3_MCU,25ms_c1,Yellow,Black,Green,Yellow,Black,Black,1,0,,13,9,FALSE,Obj Ffus,,Front Fusion,,,,"""""0"""""
VaTOFR_b_ObjSrcLRR[x]_[9],ObjSrcLRR,ACP3_MCU,25ms_c1,Yellow,Black,Green,Yellow,Black,Black,1,0,,13,10,FALSE,Obj Ffus,,Front Fusion,,,,"""""0"""""
VaTOFR_b_ObjSrcOLF_MRR[x]_[0],ObjSrcOLF,ACP3_MCU,25ms_c1,Yellow,Black,Green,Yellow,Black,Black,1,0,,14,1,FALSE,Obj Ffus,,Front Fusion,,,,"""""0"""""
VaTOFR_b_ObjSrcOLF_MRR[x]_[1],ObjSrcOLF,ACP3_MCU,25ms_c1,Yellow,Black,Green,Yellow,Black,Black,1,0,,14,2,FALSE,Obj Ffus,,Front Fusion,,,,"""""0"""""
VaTOFR_b_ObjSrcOLF_MRR[x]_[2],ObjSrcOLF,ACP3_MCU,25ms_c1,Yellow,Black,Green,Yellow,Black,Black,1,0,,14,3,FALSE,Obj Ffus,,Front Fusion,,,,"""""0"""""
VaTOFR_b_ObjSrcOLF_MRR[x]_[3],ObjSrcOLF,ACP3_MCU,25ms_c1,Yellow,Black,Green,Yellow,Black,Black,1,0,,14,4,FALSE,Obj Ffus,,Front Fusion,,,,"""""0"""""
VaTOFR_b_ObjSrcOLF_MRR[x]_[4],ObjSrcOLF,ACP3_MCU,25ms_c1,Yellow,Black,Green,Yellow,Black,Black,1,0,,14,5,FALSE,Obj Ffus,,Front Fusion,,,,"""""0"""""
VaTOFR_b_ObjSrcOLF_MRR[x]_[5],ObjSrcOLF,ACP3_MCU,25ms_c1,Yellow,Black,Green,Yellow,Black,Black,1,0,,14,6,FALSE,Obj Ffus,,Front Fusion,,,,"""""0"""""
VaTOFR_b_ObjSrcOLF_MRR[x]_[6],ObjSrcOLF,ACP3_MCU,25ms_c1,Yellow,Black,Green,Yellow,Black,Black,1,0,,14,7,FALSE,Obj Ffus,,Front Fusion,,,,"""""0"""""
VaTOFR_b_ObjSrcOLF_MRR[x]_[7],ObjSrcOLF,ACP3_MCU,25ms_c1,Yellow,Black,Green,Yellow,Black,Black,1,0,,14,8,FALSE,Obj Ffus,,Front Fusion,,,,"""""0"""""
VaTOFR_b_ObjSrcOLF_MRR[x]_[8],ObjSrcOLF,ACP3_MCU,25ms_c1,Yellow,Black,Green,Yellow,Black,Black,1,0,,14,9,FALSE,Obj Ffus,,Front Fusion,,,,"""""0"""""
VaTOFR_b_ObjSrcOLF_MRR[x]_[9],ObjSrcOLF,ACP3_MCU,25ms_c1,Yellow,Black,Green,Yellow,Black,Black,1,0,,14,10,FALSE,Obj Ffus,,Front Fusion,,,,"""""0"""""
VaTOFR_b_ObjSrcORF_MRR[x]_[0],ObjSrcORF,ACP3_MCU,25ms_c1,Yellow,Black,Green,Yellow,Black,Black,1,0,,15,1,FALSE,Obj Ffus,,Front Fusion,,,,"""""0"""""
VaTOFR_b_ObjSrcORF_MRR[x]_[1],ObjSrcORF,ACP3_MCU,25ms_c1,Yellow,Black,Green,Yellow,Black,Black,1,0,,15,2,FALSE,Obj Ffus,,Front Fusion,,,,"""""0"""""
VaTOFR_b_ObjSrcORF_MRR[x]_[2],ObjSrcORF,ACP3_MCU,25ms_c1,Yellow,Black,Green,Yellow,Black,Black,1,0,,15,3,FALSE,Obj Ffus,,Front Fusion,,,,"""""0"""""
VaTOFR_b_ObjSrcORF_MRR[x]_[3],ObjSrcORF,ACP3_MCU,25ms_c1,Yellow,Black,Green,Yellow,Black,Black,1,0,,15,4,FALSE,Obj Ffus,,Front Fusion,,,,"""""0"""""
VaTOFR_b_ObjSrcORF_MRR[x]_[4],ObjSrcORF,ACP3_MCU,25ms_c1,Yellow,Black,Green,Yellow,Black,Black,1,0,,15,5,FALSE,Obj Ffus,,Front Fusion,,,,"""""0"""""
VaTOFR_b_ObjSrcORF_MRR[x]_[5],ObjSrcORF,ACP3_MCU,25ms_c1,Yellow,Black,Green,Yellow,Black,Black,1,0,,15,6,FALSE,Obj Ffus,,Front Fusion,,,,"""""0"""""
VaTOFR_b_ObjSrcORF_MRR[x]_[6],ObjSrcORF,ACP3_MCU,25ms_c1,Yellow,Black,Green,Yellow,Black,Black,1,0,,15,7,FALSE,Obj Ffus,,Front Fusion,,,,"""""0"""""
VaTOFR_b_ObjSrcORF_MRR[x]_[7],ObjSrcORF,ACP3_MCU,25ms_c1,Yellow,Black,Green,Yellow,Black,Black,1,0,,15,8,FALSE,Obj Ffus,,Front Fusion,,,,"""""0"""""
VaTOFR_b_ObjSrcORF_MRR[x]_[8],ObjSrcORF,ACP3_MCU,25ms_c1,Yellow,Black,Green,Yellow,Black,Black,1,0,,15,9,FALSE,Obj Ffus,,Front Fusion,,,,"""""0"""""
VaTOFR_b_ObjSrcORF_MRR[x]_[9],ObjSrcORF,ACP3_MCU,25ms_c1,Yellow,Black,Green,Yellow,Black,Black,1,0,,15,10,FALSE,Obj Ffus,,Front Fusion,,,,"""""0"""""
VaTOFR_b_ObjSrcOLR_MRR[x]_[0],ObjSrcOLR,ACP3_MCU,25ms_c1,Yellow,Black,Green,Yellow,Black,Black,1,0,,16,1,FALSE,Obj Ffus,,Front Fusion,,,,"""""0"""""
VaTOFR_b_ObjSrcOLR_MRR[x]_[1],ObjSrcOLR,ACP3_MCU,25ms_c1,Yellow,Black,Green,Yellow,Black,Black,1,0,,16,2,FALSE,Obj Ffus,,Front Fusion,,,,"""""0"""""
VaTOFR_b_ObjSrcOLR_MRR[x]_[2],ObjSrcOLR,ACP3_MCU,25ms_c1,Yellow,Black,Green,Yellow,Black,Black,1,0,,16,3,FALSE,Obj Ffus,,Front Fusion,,,,"""""0"""""
VaTOFR_b_ObjSrcOLR_MRR[x]_[3],ObjSrcOLR,ACP3_MCU,25ms_c1,Yellow,Black,Green,Yellow,Black,Black,1,0,,16,4,FALSE,Obj Ffus,,Front Fusion,,,,"""""0"""""
VaTOFR_b_ObjSrcOLR_MRR[x]_[4],ObjSrcOLR,ACP3_MCU,25ms_c1,Yellow,Black,Green,Yellow,Black,Black,1,0,,16,5,FALSE,Obj Ffus,,Front Fusion,,,,"""""0"""""
VaTOFR_b_ObjSrcOLR_MRR[x]_[5],ObjSrcOLR,ACP3_MCU,25ms_c1,Yellow,Black,Green,Yellow,Black,Black,1,0,,16,6,FALSE,Obj Ffus,,Front Fusion,,,,"""""0"""""
VaTOFR_b_ObjSrcOLR_MRR[x]_[6],ObjSrcOLR,ACP3_MCU,25ms_c1,Yellow,Black,Green,Yellow,Black,Black,1,0,,16,7,FALSE,Obj Ffus,,Front Fusion,,,,"""""0"""""
VaTOFR_b_ObjSrcOLR_MRR[x]_[7],ObjSrcOLR,ACP3_MCU,25ms_c1,Yellow,Black,Green,Yellow,Black,Black,1,0,,16,8,FALSE,Obj Ffus,,Front Fusion,,,,"""""0"""""
VaTOFR_b_ObjSrcOLR_MRR[x]_[8],ObjSrcOLR,ACP3_MCU,25ms_c1,Yellow,Black,Green,Yellow,Black,Black,1,0,,16,9,FALSE,Obj Ffus,,Front Fusion,,,,"""""0"""""
VaTOFR_b_ObjSrcOLR_MRR[x]_[9],ObjSrcOLR,ACP3_MCU,25ms_c1,Yellow,Black,Green,Yellow,Black,Black,1,0,,16,10,FALSE,Obj Ffus,,Front Fusion,,,,"""""0"""""
VeLRRR_e_CtF_RoadTypeInfo,RoadTypeInfo,ACP3_MCU,25ms_c0,White,Black,Red,Red,White,White,10000000,-10000000,,1,1,FALSE,LRR,W635 H275,LRR Header,X5 Y5,W285 H58,GO/NOGO,ENUM
VeLRRR_t_CtF_TmStamp,TmStamp,ACP3_MCU,25ms_c0,White,Black,Red,Red,White,White,10000000,-10000000,,2,1,TRUE,LRR,,LRR Header,,,GO/NOGO,"""""0"""""
VeLRRR_b_CtF_HrdwrFltPrsnt,HrdwrFltPrsnt,ACP3_MCU,25ms_c0,White,Black,Red,Red,White,White,0,0,,1,1,FALSE,LRR,W635 H275,LRR Diags 1,X304 Y5,W194 H57,GO/NOGO,FALSE/TRUE
VeLRRR_b_CtF_SrvcAlgnInPrcss,SrvcAlgnInPrcss,ACP3_MCU,25ms_c0,White,Black,Red,Red,White,White,10000000,-10000000,,2,1,FALSE,LRR,,LRR Diags 1,,,,FALSE/TRUE
VaLRRR_Cnt_CtF_ObjId[x]_[0],ObjID,ACP3_MCU,25ms_c0,Yellow,Black,Red,Red,White,White,10000000,-10000000,,1,1,FALSE,LRR,W635 H275,LRR,X105 Y89,W376 H134,LRR OBJID,"""""0"""""
VaLRRR_Cnt_CtF_ObjId[x]_[1],ObjID,ACP3_MCU,25ms_c0,Yellow,Black,Red,Red,White,White,10000000,-10000000,,1,2,FALSE,LRR,,LRR,,,LRR OBJID,"""""0"""""
VaLRRR_Cnt_CtF_ObjId[x]_[2],ObjID,ACP3_MCU,25ms_c0,Yellow,Black,Red,Red,White,White,10000000,-10000000,,1,3,FALSE,LRR,,LRR,,,LRR OBJID,"""""0"""""
VaLRRR_Cnt_CtF_ObjId[x]_[3],ObjID,ACP3_MCU,25ms_c0,Yellow,Black,Red,Red,White,White,10000000,-10000000,,1,4,FALSE,LRR,,LRR,,,LRR OBJID,"""""0"""""
VaLRRR_Cnt_CtF_ObjId[x]_[4],ObjID,ACP3_MCU,25ms_c0,Yellow,Black,Red,Red,White,White,10000000,-10000000,,1,5,FALSE,LRR,,LRR,,,LRR OBJID,"""""0"""""
VaLRRR_Cnt_CtF_ObjId[x]_[5],ObjID,ACP3_MCU,25ms_c0,Yellow,Black,Red,Red,White,White,10000000,-10000000,,1,6,FALSE,LRR,,LRR,,,LRR OBJID,"""""0"""""
VaLRRR_e_CtF_MeasStat[x]_[0],MeasStat,ACP3_MCU,25ms_c0,Yellow,Black,Red,Red,White,White,10000000,-10000000,,2,1,FALSE,LRR,,LRR,,,,ENUM
VaLRRR_e_CtF_MeasStat[x]_[1],MeasStat,ACP3_MCU,25ms_c0,Yellow,Black,Red,Red,White,White,10000000,-10000000,,2,2,FALSE,LRR,,LRR,,,,ENUM
VaLRRR_e_CtF_MeasStat[x]_[2],MeasStat,ACP3_MCU,25ms_c0,Yellow,Black,Red,Red,White,White,10000000,-10000000,,2,3,FALSE,LRR,,LRR,,,,ENUM
VaLRRR_e_CtF_MeasStat[x]_[3],MeasStat,ACP3_MCU,25ms_c0,Yellow,Black,Red,Red,White,White,10000000,-10000000,,2,4,FALSE,LRR,,LRR,,,,ENUM
VaLRRR_e_CtF_MeasStat[x]_[4],MeasStat,ACP3_MCU,25ms_c0,Yellow,Black,Red,Red,White,White,10000000,-10000000,,2,5,FALSE,LRR,,LRR,,,,ENUM
VaLRRR_e_CtF_MeasStat[x]_[5],MeasStat,ACP3_MCU,25ms_c0,Yellow,Black,Red,Red,White,White,10000000,-10000000,,2,6,FALSE,LRR,,LRR,,,,ENUM
VaLRRR_e_CtF_DynProperty[x]_[0],DynProperty,ACP3_MCU,25ms_c0,Yellow,Black,Red,Red,White,White,10000000,-10000000,,3,1,FALSE,LRR,,LRR,,,,ENUM
VaLRRR_e_CtF_DynProperty[x]_[1],DynProperty,ACP3_MCU,25ms_c0,Yellow,Black,Red,Red,White,White,10000000,-10000000,,3,2,FALSE,LRR,,LRR,,,,ENUM
VaLRRR_e_CtF_DynProperty[x]_[2],DynProperty,ACP3_MCU,25ms_c0,Yellow,Black,Red,Red,White,White,10000000,-10000000,,3,3,FALSE,LRR,,LRR,,,,ENUM
VaLRRR_e_CtF_DynProperty[x]_[3],DynProperty,ACP3_MCU,25ms_c0,Yellow,Black,Red,Red,White,White,10000000,-10000000,,3,4,FALSE,LRR,,LRR,,,,ENUM
VaLRRR_e_CtF_DynProperty[x]_[4],DynProperty,ACP3_MCU,25ms_c0,Yellow,Black,Red,Red,White,White,10000000,-10000000,,3,5,FALSE,LRR,,LRR,,,,ENUM
VaLRRR_e_CtF_DynProperty[x]_[5],DynProperty,ACP3_MCU,25ms_c0,Yellow,Black,Red,Red,White,White,10000000,-10000000,,3,6,FALSE,LRR,,LRR,,,,ENUM
VaLRRR_l_CtF_NFPosX[x]_[0],NFPosX,ACP3_MCU,25ms_c0,Yellow,Black,Red,Red,White,White,10000000,-10000000,,4,1,FALSE,LRR,,LRR,,,LRR TD Y,"""""0.0"""""
VaLRRR_l_CtF_NFPosX[x]_[1],NFPosX,ACP3_MCU,25ms_c0,Yellow,Black,Red,Red,White,White,10000000,-10000000,,4,2,FALSE,LRR,,LRR,,,LRR TD Y,"""""0.0"""""
VaLRRR_l_CtF_NFPosX[x]_[2],NFPosX,ACP3_MCU,25ms_c0,Yellow,Black,Red,Red,White,White,10000000,-10000000,,4,3,FALSE,LRR,,LRR,,,LRR TD Y,"""""0.0"""""
VaLRRR_l_CtF_NFPosX[x]_[3],NFPosX,ACP3_MCU,25ms_c0,Yellow,Black,Red,Red,White,White,10000000,-10000000,,4,4,FALSE,LRR,,LRR,,,LRR TD Y,"""""0.0"""""
VaLRRR_l_CtF_NFPosX[x]_[4],NFPosX,ACP3_MCU,25ms_c0,Yellow,Black,Red,Red,White,White,10000000,-10000000,,4,5,FALSE,LRR,,LRR,,,LRR TD Y,"""""0.0"""""
VaLRRR_l_CtF_NFPosX[x]_[5],NFPosX,ACP3_MCU,25ms_c0,Yellow,Black,Red,Red,White,White,10000000,-10000000,,4,6,FALSE,LRR,,LRR,,,LRR TD Y,"""""0.0"""""
VaLRRR_l_CtF_NFPosY[x]_[0],NFPosY,ACP3_MCU,25ms_c0,Yellow,Black,Red,Red,White,White,10000000,-10000000,,5,1,FALSE,LRR,,LRR,,,LRR TD X,"""""0.0"""""
VaLRRR_l_CtF_NFPosY[x]_[1],NFPosY,ACP3_MCU,25ms_c0,Yellow,Black,Red,Red,White,White,10000000,-10000000,,5,2,FALSE,LRR,,LRR,,,LRR TD X,"""""0.0"""""
VaLRRR_l_CtF_NFPosY[x]_[2],NFPosY,ACP3_MCU,25ms_c0,Yellow,Black,Red,Red,White,White,10000000,-10000000,,5,3,FALSE,LRR,,LRR,,,LRR TD X,"""""0.0"""""
VaLRRR_l_CtF_NFPosY[x]_[3],NFPosY,ACP3_MCU,25ms_c0,Yellow,Black,Red,Red,White,White,10000000,-10000000,,5,4,FALSE,LRR,,LRR,,,LRR TD X,"""""0.0"""""
VaLRRR_l_CtF_NFPosY[x]_[4],NFPosY,ACP3_MCU,25ms_c0,Yellow,Black,Red,Red,White,White,10000000,-10000000,,5,5,FALSE,LRR,,LRR,,,LRR TD X,"""""0.0"""""
VaLRRR_l_CtF_NFPosY[x]_[5],NFPosY,ACP3_MCU,25ms_c0,Yellow,Black,Red,Red,White,White,10000000,-10000000,,5,6,FALSE,LRR,,LRR,,,LRR TD X,"""""0.0"""""
VaLRRR_v_CtF_NFVelX[x]_[0],NFVelX,ACP3_MCU,25ms_c0,Yellow,Black,Red,Red,White,White,10000000,-10000000,,6,1,FALSE,LRR,,LRR,,,,"""""0.0"""""
VaLRRR_v_CtF_NFVelX[x]_[1],NFVelX,ACP3_MCU,25ms_c0,Yellow,Black,Red,Red,White,White,10000000,-10000000,,6,2,FALSE,LRR,,LRR,,,,"""""0.0"""""
VaLRRR_v_CtF_NFVelX[x]_[2],NFVelX,ACP3_MCU,25ms_c0,Yellow,Black,Red,Red,White,White,10000000,-10000000,,6,3,FALSE,LRR,W786 H522,LRR,X10 Y10,W209 H182,,"""""0.0"""""
VaLRRR_v_CtF_NFVelX[x]_[3],NFVelX,ACP3_MCU,25ms_c0,Yellow,Black,Red,Red,White,White,10000000,-10000000,,6,4,FALSE,LRR,,LRR,,,,"""""0.0"""""
VaLRRR_v_CtF_NFVelX[x]_[4],NFVelX,ACP3_MCU,25ms_c0,Yellow,Black,Red,Red,White,White,10000000,-10000000,,6,5,FALSE,LRR,,LRR,,,,"""""0.0"""""
VaLRRR_v_CtF_NFVelX[x]_[5],NFVelX,ACP3_MCU,25ms_c0,Yellow,Black,Red,Red,White,White,10000000,-10000000,,6,6,FALSE,LRR,,LRR,,,,"""""0.0"""""
VaLRRR_v_CtF_NFVelY[x]_[0],NFVelY,ACP3_MCU,25ms_c0,Yellow,Black,Red,Red,White,White,10000000,-10000000,,7,1,FALSE,LRR,,LRR,,,,"""""0.0"""""
VaLRRR_v_CtF_NFVelY[x]_[1],NFVelY,ACP3_MCU,25ms_c0,Yellow,Black,Red,Red,White,White,10000000,-10000000,,7,2,FALSE,LRR,,LRR,,,,"""""0.0"""""
VaLRRR_v_CtF_NFVelY[x]_[2],NFVelY,ACP3_MCU,25ms_c0,Yellow,Black,Red,Red,White,White,10000000,-10000000,,7,3,FALSE,LRR,W786 H522,LRR,X249 Y131,W475 H141,,"""""0.0"""""
VaLRRR_v_CtF_NFVelY[x]_[3],NFVelY,ACP3_MCU,25ms_c0,Yellow,Black,Red,Red,White,White,10000000,-10000000,,7,4,FALSE,LRR,,LRR,,,,"""""0.0"""""
VaLRRR_v_CtF_NFVelY[x]_[4],NFVelY,ACP3_MCU,25ms_c0,Yellow,Black,Red,Red,White,White,10000000,-10000000,,7,5,FALSE,LRR,,LRR,,,,"""""0.0"""""
VaLRRR_v_CtF_NFVelY[x]_[5],NFVelY,ACP3_MCU,25ms_c0,Yellow,Black,Red,Red,White,White,10000000,-10000000,,7,6,FALSE,LRR,,LRR,,,,"""""0.0"""""
VeVISR_b_CtF_SrvcAlgnInPrcss,CtF_SrvcAlgnInPrcss,ACP3_MCU,25ms_c0,White,Black,Red,Red,White,White,0,0,,1,1,FALSE,VIS,W828 H273,VIS Header,X5 Y5,W195 H72,GO/NOGO,FALSE/TRUE
VeVISR_Cnt_CtF_CIPVId,CtF_CIPVId,ACP3_MCU,25ms_c0,White,Black,Red,Red,White,White,10000000,-10000000,,2,1,FALSE,VIS,,VIS Header,,,,"""""0"""""
VeVISR_b_CtF_VsnUnavailable,CtF_VsnUnavailable,ACP3_MCU,25ms_c0,White,Black,Red,Red,White,White,10000000,-10000000,,3,1,FALSE,VIS,,VIS Header,,,,FALSE/TRUE
VaVISR_k_CtF_LaneCurvature[x]_[0],LaneCurvature,ACP3_MCU,25ms_c0,White,Black,Red,Red,White,White,10000000,-10000000,,1,1,FALSE,VIS,W828 H273,VIS Special,X213 Y22,W465 H102,LANE CURVATURE 0,"""""0.0000"""""
VaVISR_k_CtF_LaneCurvature[x]_[1],LaneCurvature,ACP3_MCU,25ms_c0,White,Black,Red,Red,White,White,10000000,-10000000,,1,2,FALSE,VIS,,VIS Special,,,,"""""0.0000"""""
VaVISR_k_CtF_LaneCurvature[x]_[2],LaneCurvature,ACP3_MCU,25ms_c0,White,Black,Red,Red,White,White,10000000,-10000000,,1,3,FALSE,VIS,,VIS Special,,,,"""""0.0000"""""
VaVISR_k_CtF_LaneCurvature[x]_[3],LaneCurvature,ACP3_MCU,25ms_c0,White,Black,Red,Red,White,White,10000000,-10000000,,1,4,FALSE,VIS,,VIS Special,,,,"""""0.0000"""""
VaVISR_l_CtF_LaneOffset[x]_[0],LaneOffset,ACP3_MCU,25ms_c0,White,Black,Red,Red,White,White,10000000,-10000000,,2,1,FALSE,VIS,,VIS Special,,,CS_LNSNS_DISTTOLLNEDGE,"""""0.0000"""""
VaVISR_l_CtF_LaneOffset[x]_[1],LaneOffset,ACP3_MCU,25ms_c0,White,Black,Red,Red,White,White,10000000,-10000000,,2,2,FALSE,VIS,,VIS Special,,,CS_LNSNS_DISTTORLNEDGE,"""""0.0000"""""
VaVISR_l_CtF_LaneOffset[x]_[2],LaneOffset,ACP3_MCU,25ms_c0,White,Black,Red,Red,White,White,10000000,-10000000,,2,3,FALSE,VIS,,VIS Special,,,,"""""0.0000"""""
VaVISR_l_CtF_LaneOffset[x]_[3],LaneOffset,ACP3_MCU,25ms_c0,White,Black,Red,Red,White,White,10000000,-10000000,,2,4,FALSE,VIS,,VIS Special,,,,"""""0.0000"""""
VaVISR_phi_CtF_LaneHdngAngle[x]_[0],LaneHeadingAngle,ACP3_MCU,25ms_c0,White,Black,Red,Red,White,White,10000000,-10000000,,3,1,FALSE,VIS,,VIS Special,,,LANE HDNG ANGLE 0,"""""0.0000"""""
VaVISR_phi_CtF_LaneHdngAngle[x]_[1],LaneHeadingAngle,ACP3_MCU,25ms_c0,White,Black,Red,Red,White,White,10000000,-10000000,,3,2,FALSE,VIS,,VIS Special,,,,"""""0.0000"""""
VaVISR_phi_CtF_LaneHdngAngle[x]_[2],LaneHeadingAngle,ACP3_MCU,25ms_c0,White,Black,Red,Red,White,White,10000000,-10000000,,3,3,FALSE,VIS,,VIS Special,,,,"""""0.0000"""""
VaVISR_phi_CtF_LaneHdngAngle[x]_[3],LaneHeadingAngle,ACP3_MCU,25ms_c0,White,Black,Red,Red,White,White,10000000,-10000000,,3,4,FALSE,VIS,,VIS Special,,,,"""""0.0000"""""
VaVISR_k_CtF_LaneCurvatureDeriv[x]_[0],LaneCurvatureDeriv,ACP3_MCU,25ms_c0,White,Black,Red,Red,White,White,10000000,-10000000,,4,1,FALSE,VIS,,VIS Special,,,LANE CURVATURE DRV 0,"""""0.0000"""""
VaVISR_k_CtF_LaneCurvatureDeriv[x]_[1],LaneCurvatureDeriv,ACP3_MCU,25ms_c0,White,Black,Red,Red,White,White,10000000,-10000000,,4,2,FALSE,VIS,,VIS Special,,,,"""""0.0000"""""
VaVISR_k_CtF_LaneCurvatureDeriv[x]_[2],LaneCurvatureDeriv,ACP3_MCU,25ms_c0,White,Black,Red,Red,White,White,10000000,-10000000,,4,3,FALSE,VIS,,VIS Special,,,,"""""0.0000"""""
